ENGLISH	NMT	HINDI	SCORE
List of MoUs/Documents signed between India and the Republic of Korea during the State Visit of President of Korea to India	कोरिया के राष्ट्रपति की भारत यात्रा के दौरान भारत और कोरिया गणराज्य के बीच हस्ताक्षरित मोअस / दस्तावेज की सूची	प्रधानमंत्री की सिंगापुर यात्रा के दौरान भारत और सिंगापुर के बीच हस्ताक्षरित समझौता ज्ञापनों की सूची	0.6784005252999681
List of MoUs signed between India and Seychelles during the State Visit of President of Seychelles to India	सेशल्स के राष्ट्रपति भारत की राजकीय यात्रा के दौरान भारत और सेशेल्स के बीच हस्ताक्षरित मोअस की सूची	प्रधानमंत्री की सिंगापुर यात्रा के दौरान भारत और सिंगापुर के बीच हस्ताक्षरित समझौता ज्ञापनों की सूची	0.7252406676228422
Media Statement after meeting of the BRICS Ministers of Foreign Affairs / International Relations	विदेश मंत्रालय / अंतर्राष्ट्रीय संबंधों के बी.आर.आई.सी.एस. मंत्रियों की बैठक के बाद मीडिया विवरण	ब्रिक्स के विदेश मामलों/अंतर्राष्ट्रीय संबंधों के मंत्रियों की बैठक के बाद मीडिया वक्तव्य	0.7456011350793257
List of MoUs signed between India and Singapore during visit of Prime Minister to Singapore	प्रधानमंत्री की सिंगापुर यात्रा के दौरान भारत और सिंगापुर के बीच हस्ताक्षरित मोअस की सूची	प्रधानमंत्री की सिंगापुर यात्रा के दौरान भारत और सिंगापुर के बीच हस्ताक्षरित समझौता ज्ञापनों की सूची	0.9304842103984708
List of documents agreed between India and Singapore	भारत और सिंगापुर के बीच सहमत दस्तावेजों की सूची	भारत और सिंगापुर के बीच सहमत दस्तावेजों की सूची	1.0
This website includes some content that is available in non-HTML format. They might not be visible properly if your browser does not have the required plug-ins.	इस वेबसाइट में कुछ सामग्री शामिल है जो गैर एचटीएमएल प्रारूप में उपलब्ध है। यदि आपके ब्राउज़र में अपेक्षित प्लग - इन नहीं है, तो वे ठीक से दिखाई नहीं देंगे।	इस वेबसाइट में कुछ ऐसी अंतर्वस्‍तुएं शामिल हैं जो गैर एचटीएमएल फार्मेट में उपलब्‍ध हैं। यदि आपके ब्राउजर में अपेक्षित प्‍लग-इन नहीं होगा, तो हो सकता है कि वे ठीक से न दिखें।	0.6666666666666666
What is RSS Feed and how to use it?	आर एस एस फीड क्या है और इसका प्रयोग कैसे किया जाए?	आर एस एस फीड क्‍या है तथा इसका प्रयोग कैसे करें?	0.7412493166611013
Follow the instructions of your RSS feed reader. Each RSS feed reader is a little different.On a website or blog with a feed, find the RSS icon or button, left click, and see if the RSS Feed has information to help subscribe.On a website or blog with a feed, find the RSS icon or button, right click, copy link location, and paste the URL into your RSS feed reader.On a website or blog with a feed, find the button for your particular RSS Feed Reader, click and follow instructions.	आपके rss फीड रीडर के निर्देशों का पालन करें। प्रत्येक आर एस फीड रीडर कुछ भिन्न है। एक फीड के साथ जालस्थल या ब्लॉग पर आरएसएस आइकन या बटन लगा कर बाएँ क्लिक करें और देखें कि क्या आरएसएस फ़ीड के पास ग्राहक सहायता के लिए कोई सूचना है. किसी वेब साइट या ब्लॉग पर आरएसएस आइकन या बटन ढूंढें, दाहिना क्लिक करें, लिंक स्थान कापी करें और आरएसएस फ़ीड रीडर में url को चिपकाएं. किसी वेब साइट या ब्लॉग पर अपने विशेष rss फीड रीडर पर क्लिक करके निर्देशों का पालन करें।	अपने आरएसएस फीड रीडर के अनुदेशों का अनुसरण करें। प्रत्‍येक आरएसएस फीड रीडर थोड़ा भिन्‍न होता है।फीड वाली वेबसाइट या ब्‍लॉग पर आरएसएस आइकन या बटन ढूंढ़ें, बाईं तरफ क्लिक करें और देखें कि क्‍या सब्‍सक्राइब करने में मदद के लिए आरएसएस फीड में सूचना है।फीड वाली वेबसाइट या ब्‍लॉग पर आरएसएस आइकन या बटन ढूंढ़ें, दाईं तरफ क्लिक करें, लिंक के लोकेशन को कॉपी करें और अपने आरएसएस फीड रीडर में यूआरएल को पेस्‍ट करें।फीड वाली वेबसाइट या ब्‍लॉग पर अपने विशिष्‍ट आरएसएस फीड रीडर के लिए बटन ढूंढ़ें, क्लिक करें और अनुदेशों का अनुसरण करें।	0.6948865958881614
You can visit Sitemap page to get an overall view of the contents of this site. You can also navigate around the site by clicking on the Sitemap link.	आप इस साइट की सामग्री का समग्र दृश्य प्राप्त करने के लिए साइटमैप पेज पर जा सकते हैं। आप साइटमैप लिंक पर क्लिक करके साइट के चारों ओर नेविगेट कर सकते हैं.	साइट मैप पेज पर जा सकते हैं। आप साइट मैप लिंक पर क्लिक करके साइट के चारों ओर नेविगेट भी कर सकते हैं।	0.7187383157900842
In this country specific programme, each week our ambassadors would speak about important aspects of our relations with a specific country presenting interesting facts and anecdotes on bilateral trade ties, people-to-people contacts, and the Indian diaspora	इस देश के विशिष्ट कार्यक्रम में, प्रत्येक सप्ताह हमारे दूत एक विशिष्ट देश के साथ हमारे संबंधों के महत्त्वपूर्ण पहलुओं के बारे में बात करेंगे जिसमें द्विपक्षीय व्यापार संबंधों, लोगों से संपर्क तथा भारतीय डायस्पोरा पर रोचक तथ्य और दृष्टांत प्रस्तुत किए जाएंगे।	इस देश विशिष्ट कार्यक्रम में, हर सप्ताह हमारे राजदूत द्विपक्षीय व्यापार संबंधों, जन दर जन संपर्कों तथा भारतीय डायसपोरा के ताल्लु‍कों के संबंध में रोचक तथ्यों एवं उपख्यासनों को प्रस्तुत करते हुए किसी विशिष्ट देश के साथ हमारे संबंधों के महत्वपूर्ण पहलुओं के बारे	0.7242859683401484
With reference to my/our application to make a documentary film in India. I/We hereby undertake to abide by the regulations of the Government of India governing the making of such films.I / We agree to attachment of a liaison Officer during the entire duration of filming in India If the Government of India or a State Government finds it essential to appoint such a liaison Officer. In the event of a Liaison Officer being appointed. I /We	मेरे / हमारे आवेदन के संदर्भ में भारत में एक वृत्तचित्र फिल्म बनाने के लिए। i / हम एतद्द्वारा ऐसी फिल्मों के निर्माण को शासित करने वाले भारत सरकार के विनियमों का पालन करने का वचन देते हैं। / हम भारत में फिल्म निर्माण की पूरी अवधि के दौरान संपर्क अधिकारी की कुर्की के लिए सहमत हैं यदि भारत सरकार या राज्य सरकार ऐसे संपर्क अधिकारी की नियुक्ति के लिए आवश्यक समझती है। संपर्क अधिकारी की नियुक्ति की स्थिति में। i / हम	भारत में वृत्त चित्र फिल्म/ कॉमर्शियल बनाने के लिए अपने/ हमारे आवेदन के संदर्भ में मैं/ हम एतदद्वारा ऐसी फिल्मों के फिल्मांकन के लिए भारत सरकार के शासी विनियमों का पालन करने का वचन देता हूं/देते हैं।मैं/ हम भारत में फिल्मांकन की संपूर्ण अवधि के दौरान एक संपर्क अधिकारी नियुक्त करने पर सहमत हूं/ हैं, यदि भारत सरकार अथवा कोई राज्य सरकार ऐसे संपर्क अधिकारी की नियुक्ति को अनिवार्य समझती है। संपर्क अधिकारी नियुक्त किए जाने की स्थिति में मैं/ हम संबंधित संपर्क	0.795941998206892
agree to meet the expenses for the travel and stay of the Liaison Officer concerned.I/We agree that where archaeological monuments are concerned. We would furnish the application in the required proforma with script / synopsis of the subject and content of the film and further that the decision of the Archaeological Survey of India on	संबंधित संपर्क अधिकारी के प्रवास और यात्रा के लिए खर्च को पूरा करने के लिए सहमत हैं. हम इस बात से सहमत हैं कि जहां पुरातत्वीय स्मारकों का संबंध है। हम आवश्यक प्रोफोर्मा में फिल्म के विषय और सामग्री की लिपि / झांकी के साथ आवेदन प्रस्तुत करेंगे और आगे यह कि भारतीय पुरातत्व सर्वेक्षण का निर्णय	अधिकारी की यात्रा और निवास का व्यय वहन करने पर सहमत हूं/ हैं। मैं/ हम सहमत हूं/ हैं कि जहां तक पुरातात्विक स्मारकों का संबंध है, हम फिल्म के विषय और विषय-वस्तु की कहानी/ कथासार के साथ अपेक्षित प्रपत्र में आवेदन प्रस्तुत करेंगे और कि ऐसे स्मारक के फिल्मांकन के संबंध में भारतीय पुरातत्व सर्वेक्षण का निर्णय अंतिम होगा।	0.7264767994046077
Signature of Leader of the Team	टीम के नेता के हस्ताक्षर	दल के नेता के हस्ताक्षर	0.857142857142857
Specimen of clearance issued by XP Division	एक्सपी प्रभाग द्वारा जारी मंजूरी का नमूना	एक्सपी प्रभाग द्वारा जारी की गई स्वीकृति का नमूना	0.7559289460184544
State Visit of President of the Republic of Korea to India (July...	कोरिया गणराज्य के राष्ट्रपति की भारत यात्रा ( जुलाई..	कोरिया गणराज्य के राष्ट्रपति की भारत की यात्रा (जुलाई 08-11, 2018)	0.7396002616336389
Visit of Prime Minister to Indonesia, Malaysia and Singapore (29 May...	प्रधानमंत्री की इंडोनेशिया, मलेशिया और सिंगापुर यात्रा ( 29 मई,..	प्रधानमंत्री की इंडोनेशिया, मलेशिया और सिंगापुर की यात्रा (29 मई - 2...	0.6761234037828132
(a) the number of cases in which the children of Indians living abroad have been separated from their parents by Child Welfare Departments of those countries during the last three years and the reasons therefor;	( क ) ऐसे मामलों की संख्या जिसमें विदेशों में रहने वाले भारतीयों के बच्चों को पिछले तीन वर्षों के दौरान उन देशों के बाल कल्याण विभाग और उसके कारणों से उनके माता - पिता से अलग कर दिया गया है;	(क) गत तीन वर्षों के दौरान कितने मामलों में विदेश में रह रहे भारतीयों के बच्चों को उन देशों के बाल कल्याकण विभाग द्वारा उनके माता-पिता से अलग कर दिया गया है और इसके क्याय कारण है;	0.6601724504999379
(d) whether the Government has taken any initiative to sensitize Indians going abroad with regard to child welfare norms followed in such countries and if so, the details thereof and if not, the reasons therefor?	( घ ) क्या सरकार ने ऐसे देशों में अनुवर्ती बाल कल्याण मानदंडों के संबंध में विदेशों में जाने वाले भारतीयों को संवेदनशील करने की कोई पहल की है और यदि ऐसा है तो उसके विवरण और यदि नहीं तो इसके कारणों को ध्यान में रखकर?	(घ) क्यार सरकार ने विदेश जाने वाले भारतीयों को ऐसे देशों में पालन किए जाने वाले बाल कल्या‍ण मानदंडों के संबंध में अवगत कराने हेतु कोई पहल की है और यदि हां, तो तत्संेबंधी ब्यौएरा क्याल है और यदि नहीं, तो इसके क्या कारण हैं?	0.7002247996006618
Ministry has urged the foreign governments to take a humane approach and to send the children back to India so that they can be brought up in their own ethnic, religious, cultural, spiritual and linguistic milieu and social environment. In some cases, the affected	मंत्रालय ने विदेशी सरकारों से मानवीय दृष्टिकोण अपनाने और बच्चों को भारत वापस भेजने का आग्रह किया है ताकि वे अपने जातीय, धार्मिक, सांस्कृतिक, आध्यात्मिक और भाषाई परिवेश और सामाजिक वातावरण में पल सकें। कुछ मामलों में, प्रभावित	मंत्रालय ने विदेशी सरकारों से आग्रह किया है कि वे मानवीय दृष्टिाकोण अपनाएं और बच्चोंी को भारत वापस भेज दें ताकि उनका लालन-पालन उनके अपने समाज में, धार्मिक, सांस्कृ्तिक, आध्या त्मि क और भाषाई परिवेश और सामाजिक वातावरण में हो सके। कुछ मामलों में, प्रभावित माता-पिता	0.7180336973794409
parents have also initiated legal proceedings against the Child Welfare authorities. The Indian Missions are in regular contact with such parents and are supporting them in pursuing the matter as per their wishes.	माता - पिता ने बाल कल्याण प्राधिकारियों के खिलाफ भी कानूनी कार्यवाही शुरू की है। भारतीय मिशन ऐसे माता - पिता के नियमित संपर्क में हैं और अपनी इच्छा के अनुसार इस मामले का पालन करने में उनकी सहायता कर रहे हैं।	ने बाल कल्या‍ण प्राधिकारियों के विरूद्ध कानूनी कार्रवाई भी शुरू कर दी है। भारतीय मिशन ऐसे माता-पिता के नियमित संपर्क में हैं और उनकी इच्छाीओं के अनुसार मामले को आगे बढ़ाने में उनका समर्थन कर रहे हैं।	0.662728999247633
As a large number of developed countries have strict child custody laws and the children being citizens of that country, Ministry through its Missions and Posts have guided and sensitised the Indian community about the provisions and implications of Child Welfare	बड़ी संख्या में विकसित देशों के पास बाल संरक्षण कानून हैं और बच्चे उस देश के नागरिक हैं, मंत्रालय ने अपने मिशनों और पदों के माध्यम से मार्गदर्शन किया है और बाल कल्याण के प्रावधानों और प्रभावों के बारे में भारतीय समुदाय को सेन्सितिसेद किया है।	कई विकसित देशों में सख्तछ बाल संरक्षण कानून हैं और बच्चेन उन देशों के नागरिक हैं, अत: मंत्रालय अपने मिशनों और केन्द्रोंद के माध्यओम से भारतीय समुदाय को बाल कल्यााण विनियमों के प्रावधानों और निहितार्थों के बारे में निर्देशित करता रहता है और अवगत कराता रहता है	0.7637626158259733
regulations including providing information on NGOs who help such families in distress.	ऐसे गैर सरकारी संगठनों के बारे में सूचना प्रदान करने सहित विनियम जो संकट में ऐसे परिवारों की सहायता करते हैं।	तथा साथ ही ऐसे गैर-सरकारी संगठनों के बारे में भी सूचनाएं प्रदान करता है जो संकट के समय में ऐसे परिवारों की मदद करते हैं।	0.6825001477017446
Hon’ble Members of the European Parliament,	यूरोपीय संसद के माननीय सदस्य,	यूरोपीय संसद के माननीय सदस्यगण,	0.7999999999999998
It gives me great pleasure to be here today, in the premises of the European Parliament, to join you in celebrating International Day of Yoga.	मुझे आज, अंतरराष्ट्रीय योग दिवस समारोह में आपके साथ जुड़ने के लिए यूरोपीय संसद के परिसर में आकर बहुत प्रसन्नता हो रही है।	यूरोपीय संसद के परिसर में आज आपके साथ अंतर्राष्ट्रीय दिवस योग मनाते हुए मुझे अत्यंत प्रसन्नता हो रही है।	0.7064172571013566
The European Union represents a powerful group of nations, living together in peace and harmony. You, as the representatives of these great nations, have, every year, come together to have this joint session to acknowledge the efficacy of this ancient science	यूरोपीय संघ राष्ट्रों के एक शक्तिशाली समूह का प्रतिनिधित्व करता है जो शांति और सौहार्द के साथ एक साथ रहते हैं। आप, प्रत्येक वर्ष इन महान राष्ट्रों के प्रतिनिधियों के रूप में, इस प्राचीन विज्ञान की प्रभावशालीता को स्वीकार करने के लिए इस संयुक्त अधिवेशन के लिए एक साथ आए हैं।	यूरोपीय संघ शांति और सद्भाव से साथ रहने वाले राष्ट्रों के एक शक्तिशाली समूह का प्रतिनिधित्व करता है। आप, इन महान राष्ट्रों के प्रतिनिधियों के रूप में, हर वर्ष, इस प्राचीन विज्ञान की प्रभावकारिता को स्वीकार करने के लिए इस संयुक्त सत्र में शामिल होते हैं।	0.8087670369701205
It is interesting that you have chosen the Yehudi Menuhin Hall for this event. He, of course, was one of the greatest violinists of the 20th century but, Yoga also had a very special place in the violin maestro’s life.	यह दिलचस्प बात है कि आपने इस समारोह के लिए येहुदी मेनुहिन हाल चुना है। निश्चय ही वे बीसवीं शताब्दी के सबसे बड़े वाइलीनिस्ट थे, परंतु वायलिन वादक के जीवन में योग का भी विशेष स्थान था।	मुझे खुशी है कि आपने इस समारोह के लिए येहुदी मेनुहिन हॉल का चयन किया है। निश्चित रूप से, वे 20वीं शताब्दी के सबसे बड़े वायलिन वादकों में से एक थे, लेकिन वायलिन के उस्तादों के जीवन में भी योग का एक विशेष स्थान था।	0.7187745484646577
As I speak today, countries across the world are celebrating International Day of Yoga, thereby redeeming their pledge to endorse and embrace this ancient holistic approach to health and wellness.	जैसा कि मैं आज बोल रहा हूं, विश्व भर के देश अंतरराष्ट्रीय योग दिवस मना रहे हैं और इस तरह स्वास्थ्य और कल्याण के लिए इस प्राचीन सर्वांगीण दृष्टिकोण का समर्थन करने और उसे अंगीकार करने के संकल्प को पूरा कर रहे हैं।	आज जब मैं आपको संबोधित कर रही हूँ, दुनिया भर के देश योग का अंतर्राष्ट्रीय दिवस मना कर स्वास्थ्य और कल्याण के इस प्राचीन समग्र दृष्टिकोण का समर्थन करने और अपनाने की अपनी प्रतिज्ञा को दोहरा रहे है।	0.6607302813046557
India believes in the concept of ‘Vasudhaiva Kutumbakam’ that means ‘The world is one family’. If this concept represents one of the finest traditions of India, Yoga represents one of the most powerful means for uniting the world.	भारत ' वासुधेवा कुतुम्बाकाम ' की संकल्पना में विश्वास करता है जिसका अर्थ है ' विश्व एक परिवार है। यदि यह अवधारणा भारत की एक श्रेष्ठ परंपराओं का प्रतिनिधित्व करती है तो योग विश्व के एकीकरण के सबसे शक्तिशाली माध्यम का प्रतिनिधित्व करता है।	भारत 'वसुधैव कुतुंबकम' की अवधारणा में विश्वास करता है, जिसका अर्थ है 'दुनिया एक परिवार है'। यदि यह अवधारणा भारत की बेहतरीन परंपराओं में से एक का प्रतिनिधित्व करती है, तो योग दुनिया को एकजुट करने के सबसे शक्तिशाली साधनों में से एक का प्रतिनिधित्व करता है।	0.6711560552140242
As we come together to celebrate yoga, we are also celebrating our shared humanity, recognizing our shared opportunities and acknowledging our shared destiny.It is extremely heart-warming to see that India’s gift to the world has been so heartily adopted by	जब हम योग उत्सव मनाने के लिए एकजुट होते हैं, हम अपनी साझी मानवता का भी जश्न मना रहे हैं, अपने साझी अवसरों को मान्यता देते हुए तथा अपनी साझी नियति को स्वीकार करते हैं। यह अत्यंत हृदयस्पर्शी है कि विश्व को भारत की देन को दिल से स्वीकार किया गया है।	जैसे-जैसे हम योग का उत्सव मनाने के लिए एकजुट होते हैं, हम इसके साथ अपनी साझी मानवता का भी उत्सव मना रहे हैं, अपने साझा अवसरों को पहचान रहे हैं और अपने साझा भाग्य को स्वीकार कर रहे हैं। यह देखना अत्यंत प्रेरणादायक है कि दुनिया के लिए भारत के उपहार को यूरोप द्वारा	0.6715311494450684
I have learnt, with great delight, that Belgium has a very special connection with yoga – when 83-year old, Queen Elisabeth of Belgium mastered the ‘Shirsasana’ or headstand, demonstrating that yoga can be practiced without barriers of age, race, religion,	मुझे यह जानकर प्रसन्नता हुई है कि बेल्जियम का योग से बहुत विशेष संबंध है - जब 83 वर्ष की आयु में बेल्जियम की महारानी एलिसैबेथ ने ' शिर्ससाना ' या हीडसतैंड पर अधिकार किया था, यह प्रदर्शित किया है कि आयु, मूलवंश, धर्म, धर्म आदि बाधाओं के बिना योग का पालन किया जा सकता है।	यह जानकर मुझे बहुत हर्ष हुआ है कि बेल्जियम का योग के साथ बहुत विशेष संबंध है - बेल्जियम की 83 वर्षीय, रानी एलिज़ाबेथ ने 'शीर्षासन' या हेडस्टैंड में महारत हासिल की, यह दर्शाता है कि उम्र, जाति, धर्म, संस्कृति या स्थान की बाधाओं के बावजूद योग का अभ्यास किया जा	0.6758313158471385
This year, the celebration ofInternational Day of Yoga will have an added vitality as this is 70th year of our special friendship. I am delighted to know that a number of cities of Belgium- including Brussels and Antwerp are preparing to celebrate the International	इस वर्ष, समारोह ऑफइंटरनॅशनल योग दिवस में और भी जीवंतता रहेगी क्योंकि यह हमारी विशेष मित्रता का 70वां वर्ष है। मुझे यह जानकर प्रसन्नता हुई है कि बेल्जियम के कई शहर जिनमें ब्रसेल्स और सीव शामिल हैं, अंतरराष्ट्रीय समारोह की तैयारी कर रहे हैं।	इस वर्ष, योग के अंतर्राष्ट्रीय दिवस के उत्सव में एक अतिरिक्त जीवनी शक्ति होगी क्योंकि यह हमारी विशेष दोस्ती का 70वां वर्ष है। मुझे यह जानकर प्रसन्नता हो रही है कि ब्रसेल्स और एंटवर्प समेत बेल्जियम के कई शहर अंतर्राष्ट्रीय योग दिवस मनाने की तैयारी कर रहे हैं।	0.6645396174990671
I also take this opportunity to thank all officials and functionaries of the European Union institutions who have put in concerted efforts, to make today’s celebrations a grand success.	मैं इस अवसर पर यूरोपीय संघ संस्थाओं के उन सभी अधिकारियों और कार्यकर्ताओं को भी धन्यवाद देता हूं जिन्होंने आज के समारोह को शानदार सफलता प्रदान करने के लिए एकजुट प्रयास किए हैं।	मैं इस अवसर पर यूरोपीय संघ संस्थानों के सभी अधिकारियों और कार्यकर्ताओं को भी धन्यवाद देना चाहती हूँ, जिन्होंने आज के समारोहों को एक बड़ी सफलता बनाने के लिए ठोस प्रयास किए हैं।	0.7804878048780488
At the end of this yoga session, there will be chanting of some mantras for World Peace. Peace in Sanskrit is called ‘Shanti’. Please try to pronounce Shanti .After every mantra, we will chant thrice – Shanti, Shanti, Shanti ! By this chanting, we all will	इस योग - सभा के अंत में विश्वशांति के लिए कुछ मंत्रों का पाठ होगा। संस्कृत में शांति को शांति कहते हैं। शांती का उच्चारण करने की कोशिश करें। प्रत्येक मंत्र के बाद हम तीन बार यज्ञ - शांति & # 44; शांति और शांति यज्ञ का पाठ करते हैं। इस मंत्र से, हम सभी करेंगे	इस योग सत्र के अंत में, विश्व शांति के लिए कुछ मंत्रों का जाप होगा। संस्कृत में शांति को 'शांति' कहा जाता है। कृपया शांति का उच्चारण करने का प्रयास करें। हर मंत्र के बाद, हम तीन बार कहेंगे - शांति, शांति, शांति! इस जप के द्वारा हम सभी आज की अशांत दुनिया में	0.7084495151833378
CONTRIBUTION TO UN PEACE KEEPING MISSIONS	संयुक्त राष्ट्र शांति मिशन में योगदान	संयुक्त राष्ट्रव शांति व्यकवस्थात मिशन में योगदान	0.7715167498104595
India stands committed to continue contributing to UN peace keeping missions for the maintenance of international peace and security.	भारत अंतरराष्ट्रीय शांति और सुरक्षा के रखरखाव के लिए संयुक्त राष्ट्र शांति मिशनों में योगदान जारी रखने के लिए प्रतिबद्ध है।	भारत अंतरराष्ट्रीय शांति व सुरक्षा बनाए रखने के लिए संयुक्त राष्ट्र शांति स्थापना मिशनों में योगदान देते रहने के लिए प्रतिबद्ध है।	0.8485552916276634
bilateral meetings which took place, there is one scheduled after this briefing i.e. with Kyrgyz Republic. I have with me Secretary (West) who will be briefing us on day two of Prime Minister’s stay in Qingdao. I also have with me the Jt. Secretary who looks	द्विपक्षीय बैठकें जो हुईं, इस संक्षिप्त विवरण अर्थात किर्गिज गणराज्य के बाद एक निर्धारित की गई हैं। मैं अपने सचिव ( पश्चिम ) के साथ हूं, जो किंगडैओ में प्रधानमंत्री के दो दिन के प्रवास के बारे में हमें जानकारी देंगे। मेरे साथ जे.टी. भी है। सचिव जो दिखता है	सत्र के साथ शुरू हुआ, जिसके बाद पूर्णकालिक और द्विपक्षीय बैठकें भी हुईं, इस वार्त के बाद किर्गिज गणराज्य के साथ एक बैठक निर्धारित है।मेरे साथ सचिव (पश्चिम) है जो क़िंगदाओ में प्रधानमंत्री के दो दिनों के बारे में हमें संक्षिप्तविवरण देंगी।मेरे साथ संयुक्त सचिव	0.7272860843482634
