ENGLISH	NMT	HINDI	SCORE
"If I were asked under what sky the human mind has most fully developed some of its choicest gifts, has most deeply pondered on the greatest problems of life, and has found solutions, I should point to India."	यदि मुझसे पूछा गया कि किस आकाश में मानव मस्तिष्क ने अपने कुछ चुनिंदा उपहारों को पूरी तरह विकसित किया है, तो मैंने जीवन की सबसे बड़ी समस्याओं पर गहराई से विचार किया है और समाधान ढूंढ़े हैं, तो मुझे भारत की ओर ध्यान देना चाहिए। "	"यदि हम से पूछा जाता कि आकाश तले कौन सा मानव मन सबसे अधिक विकसित है, इसके कुछ मनचाहे उपहार क्‍या हैं, जीवन की सबसे बड़ी समस्‍याओं पर सबसे अधिक गहराई से किसने विचार किया है और इसकी समाधान पाए हैं तो मैं कहूंगा इसका उत्तर है भारत।"	0.49652883149233606
- Hu Shih (Former Ambassador of China to USA)	- हु शिह ( चीन के पूर्व राजदूत )	- हु शिह (अमेरिका में चीन के पूर्व राजदूत)	0.6666666666666666
"There are some parts of the world that, once visited, get into your heart and won't go. For me, India is such a place. When I first visited, I was stunned by the richness of the land, by its lush beauty and exotic architecture, by its ability to overload the senses with the pure, concentrated intensity of its colors, smells, tastes, and sounds. It was as if all my life I had been seeing the world in black and white and, when brought face-to-face with India, experienced everything re-rendered in brilliant technicolor."	दुनिया के कुछ ऐसे भी भाग हैं जो एक बार आपके दिल में घुस जाते हैं और नहीं जाते. मेरे लिए भारत ऐसा ही स्थान है। जब मैंने पहली बार देखा, तब मैं इस देश की समृद्धि से, उसकी रंगीन सुंदरता और विदेशी वास्तुकला से स्तब्ध रह गया, अपनी इंद्रियों को उसके रंगों, गंधों, स्वादों और ध्वनियों से भरी करने की क्षमता के कारण। ऐसा लगता था कि मेरा सारा जीवन मैं दुनिया को काले और सफेद रंग में देख रहा था और जब भारत के साथ आमने - सामने आया, तब शानदार टेचनिकोलोर में जो कुछ फिर से प्रस्तुत किया गया था, उसे मैंने अनुभव किया। "	"दुनिया के कुछ हिस्‍से ऐसे हैं जहां एक बार जाने के बाद वे आपके मन में बस जाते हैं और उनकी याद कभी नहीं मिटती। मेरे लिए भारत एक ऐसा ही स्‍थान है। जब मैंने यहां पहली बार कदम रखा तो मैं यहां की भूमि की समृद्धि, यहां की चटक हरियाली और भव्‍य वास्‍तुकला से, यहां के रंगों, खुशबुओं, स्‍वादों और ध्‍वनियों की शुद्ध, संघन तीव्रता से अपने अनुभूतियों को भर लेने की क्षमता से अभिभूत हो गई। यह अनुभव कुछ ऐसा ही था जब मैंने दुनिया को उसके स्‍याह और सफेद रंग में देखा, जब मैंने भारत के जनजीवन को देखा और पाया कि यहां सभी कुछ चमकदार बहुरंगी है।"	0.6396515983806836
My India My Pride - Other Links - Know India: National Portal of India	मेरा भारत मेरा गौरव - अन्य लिंक्स - जानिए भारत का राष्ट्रीय पोर्टल	मेरा भारत मेरी शान - अन्य लिंक्स - भारत के बारे में जानें: भारत का राष्ट्रीय पोर्टल	0.7800134951599099
The Independence Day of India, which is celebrated religiously throughout the Country on the 15th of August every year, holds tremendous ground in the list of national days, since it reminds every Indian about the dawn of a new beginning, the beginning of an era of deliverance from the clutches of British colonialism of more than 200 years.	भारत का स्वतंत्रता दिवस, जिसे हर वर्ष 15 अगस्त को देश में धार्मिक रूप से मनाया जाता है, राष्ट्रीय दिवसों की सूची में बहुत बड़ा स्थान रखता है, क्योंकि यह प्रत्येक भारतीय को एक नई शुरुआत के बारे में याद दिलाता है और 200 वर्ष से अधिक समय के ब्रिटिश उपनिवेशवाद के चंगुल से मुक्ति के एक युग का सूत्रपात करता है।	भारत का स्‍वतंत्रता दिवस, जिसे हर वर्ष 15 अगस्‍त को देश भर में हर्ष उल्‍लास के साथ मनाया जाता है, इसमें अनेक राष्‍ट्रीय दिवसों की खुशी शामिल है, क्‍योंकि यह प्रत्‍येक भारतीय को एक नई शुरूआत की याद दिलाता है, 200 वर्ष से अधिक समय तक ब्रिटिश उपनिवेशवाद के चंगुल से छूट कर एक नए युग की शुरूआत हुई थी।	0.6792889898607454
My India My Pride - Interesting Facts About India - Know India: National Portal of India	मेरा भारत मेरा गर्व - दिलचस्प तथ्य भारत के विषय में - ज्ञान भारत का राष्ट्रीय पोर्टल	मेरा भारत मेरी शान - भारत के बारे में रोचक तथ्‍य - भारत के बारे में जानें: भारत का राष्ट्रीय पोर्टल	0.7513913622228603
My india my prideInteresting facts about india	भारत के बारे में मेरे प्राइडइंट्रस्टिंग तथ्य	भारत के बारे में	0.7559289460184544
India never invaded any country in her last 100000 years of history.	भारत ने अपने पिछले 10000 वर्षों के इतिहास में किसी भी देश पर आक्रमण नहीं किया।	भारत ने अपने आखिरी 100000 वर्षों के इतिहास में किसी भी देश पर हमला नहीं किया है।	0.7276068751089989
When many cultures were only nomadic forest dwellers over 5000 years ago, Indians established Harappan culture in Sindhu Valley (Indus Valley Civilization)	5000 वर्ष पूर्व जब बहुत सी संस्कृतियां केवल घुमंतू वन निवासी थी, भारतीयों ने सिंधु घाटी ( सिंधु घाटी सभ्यता ) में हाराप्पन संस्कृति की स्थापना की थी।	जब कई संस्कृतियों में 5000 साल पहले घुमंतू वनवासी थे, तब भारतीयों ने सिंधु घाटी (सिंधु घाटी सभ्यता) में हड़प्पा संस्कृति की स्थापना की।	0.5509731650193397
The name 'India' is derived from the River Indus, the valleys around which were the home of the early settlers. The Aryan worshippers referred to the river Indus as the Sindhu.	भारत नाम का उद्भव सिंधु नदी से हुआ है जिसके आस - पास की घाटियां पूर्व - निवासी का घर थीं। आर्य उपासक सिंधु नदी को सिंधु कहते थे।	भारत का अंग्रेजी में नाम ‘इंडिया’ इं‍डस नदी से बना है, जिसके आस पास की घाटी में आरंभिक सभ्‍यताएं निवास करती थी। आर्य पूजकों में इस इंडस नदी को सिंधु कहा।	0.45014069095231984
The World's First Granite Temple is the Brihadeswara Temple at Tanjavur, Tamil Nadu. The shikhara of the temple is made from a single 80-tonne piece of granite. This magnificent temple was built in just five years, (between 1004 AD and 1009 AD) during the reign of Rajaraja Chola.	विश्व का प्रथम ग्रेनाइट मंदिर तांजावुर, तमिलनाडु का ब्रिहादेस्वारा मंदिर है। मंदिर का शिखर ग्रेनाइट के एक अकेले आठ सौ टन के टुकड़े से बना है। यह भव्य मंदिर राजराज चोल के शासनकाल में मात्र पांच वर्षों में ( 1004 ई. और 1009 ई. के बीच ) बनाया गया था।	विश्‍व का प्रथम ग्रेनाइट मंदिर तमिलनाडु के तंजौर में बृहदेश्‍वर मंदिर है। इस मंदिर के शिखर ग्रेनाइट के 80 टन के टुकड़ों से बने हैं। यह भव्‍य मंदिर राजाराज चोल के राज्‍य के दौरान केवल 5 वर्ष की अवधि में (1004 ए डी और 1009 ए डी के दौरान) निर्मित किया गया था।	0.6759563566144126
India is the largest democracy in the world, the 7th largest Country in the world, and one of the most ancient civilizations.	भारत विश्व का सबसे बड़ा लोकतंत्र है, विश्व का सातवां सबसे बड़ा देश है और सबसे प्राचीन सभ्यताओं में से एक है।	भारत विश्‍व का सबसे बड़ा लोकतंत्र और विश्‍व का सातवां सबसे बड़ा देश तथा प्राचीन सभ्‍यताओं में से एक है।	0.7778444682625972
The game of Snakes & Ladders was created by the 13th century poet saint Gyandev. It was originally called 'Mokshapat'. The ladders in the game represented virtues and the snakes indicated vices. The game was played with cowrie shells and dices. In time, the game underwent several modifications, but its meaning remained the same, i.e. good deeds take people to heaven and evil to a cycle of re-births.	सर्पों और सीढ़ीयों का खेल तेरहवीं सदी के कवि संत ग्यान्देव ने बनाया। इसे पहले मोक्षापात कहा जाता था। खेल की सीढ़ी गुणों का प्रतिनिधित्व करती है और सांप ने पापों का संकेत दिया है। यह खेल गाय के बैलों और पांसियों से खेला जाता था। समय के साथ इस खेल में कई परिवर्तन हुए, लेकिन इसका अर्थ भी वही रहा, अर्थात अच्छे कर्म लोगों को स्वर्ग और बुरे में पुनः जन्म के चक्र में ले जाते हैं।	सांप सीढ़ी का खेल तेरहवीं शताब्‍दी में कवि संत ज्ञान देव द्वारा तैयार किया गया था इसे मूल रूप से मोक्षपट कहते थे। इस खेल में सीढियां वरदानों का प्रतिनिधित्‍व करती थीं जबकि सांप अवगुणों को दर्शाते थे। इस खेल को कौडियों तथा पांसे के साथ खेला जाता था। आगे चल कर इस खेल में कई बदलाव किए गए, परन्‍तु इसका अर्थ वहीं रहा अर्थात अच्‍छे काम लोगों को स्‍वर्ग की ओर ले जाते हैं जबकि बुरे काम दोबारा जन्‍म के चक्र में डाल देते हैं।	0.5564067051435667
The world's highest cricket ground is in Chail, Himachal Pradesh. Built in 1893 after leveling a hilltop, this cricket pitch is 2444 meters above sea level.	विश्व का सर्वोच्च क्रिकेट मैदान चायल हिमाचल प्रदेश में स्थित है। 1893 में एक पहाड़ी को समतल करने के बाद बनाया गया यह क्रिकेट पिच समुद्र तल से 2444 मीटर ऊंचा है।	दुनिया का सबसे ऊंचा क्रिकेट का मैदान हिमाचल प्रदेश के चायल नामक स्‍थान पर है। इसे समुद्री सतह से 2444 मीटर की ऊंचाई पर भूमि को समतल बना कर 1893 में तैयार किया गया था।	0.5455005501394377
India has the largest number of Post Offices in the world.	भारत में विश्व के सबसे बड़े डाकघर हैं।	भारत में विश्‍व भर से सबसे अधिक संख्‍या में डाक खाने स्थित हैं।	0.45643546458763834
The largest employer in India is the Indian Railways, employing over a million people.	भारत का सबसे बड़ा नियोक्ता भारतीय रेलवे है जो दस लाख से अधिक लोगों को रोजगार देता है।	भारतीय रेल देश का सबसे बड़ा नियोक्ता है। यह दस लाख से अधिक लोगों को रोजगार प्रदान करता है।	0.7200822998230957
The world's first university was established in Takshila in 700 BC. More than 10,500 students from all over the world studied more than 60 subjects. The University of Nalanda built in the 4th century was one of the greatest achievements of ancient India in the field of education.	विश्व का पहला विश्वविद्यालय ईसा पूर्व 700 वर्ष में ताक्शीला में स्थापित किया गया। विश्व भर के 10, 500 से अधिक विद्यार्थियों ने 60 से अधिक विषयों का अध्ययन किया। 4वीं शताब्दी में निर्मित नालंदा विश्वविद्यालय शिक्षा के क्षेत्र में प्राचीन भारत की महानतम उपलब्धियों में से एक था।	विश्‍व का सबसे प्रथम विश्‍वविद्यालय 700 बी सी में तक्षशिला में स्‍थापित किया गया था। इसमें 60 से अधिक विषयों में 10,500 से अधिक छात्र दुनियाभर से आकर अध्‍ययन करते थे। नालंदा विश्‍वविद्यालय चौथी शताब्‍दी में स्‍थापित किया गया था जो शिक्षा के क्षेत्र में प्राचीन भारत की महानतम उपलब्धियों में से एक है।	0.6847798320803361
Ayurveda is the earliest school of medicine known to mankind. The Father of Medicine, Charaka, consolidated Ayurveda 2500 years ago.	आयुर्वेद मानव जाति को ज्ञात चिकित्सा की सबसे प्राचीन शाखा है। 2500 वर्ष पहले चिकित्सा के पिता चरक ने समेकित आयुर्वेद की स्थापना की।	आयुर्वेद मानव जाति के लिए ज्ञात सबसे आरंभिक चिकित्‍सा शाखा है। शाखा विज्ञान के जनक माने जाने वाले चरक में 2500 वर्ष पहले आयुर्वेद का समेकन किया था।	0.532290647422377
India was one of the richest countries till the time of British rule in the early 17th Century. Christopher Columbus, attracted by India's wealth, had come looking for a sea route to India when he discovered America by mistake.	17वीं शताब्दी के प्रारंभ में ब्रिटिश शासन के समय तक भारत सबसे समृद्ध देशों में से एक था। क्रिस्टोफ़र कोलम्बस, जो भारत की दौलत से आकर्षित था, जब उसने गलती से अमरीका की खोज की तो भारत के लिए समुद्री मार्ग की तलाश में आया था.	भारत 17वीं शताब्‍दी के आरंभ तक ब्रिटिश राज्‍य आने से पहले सबसे सम्‍पन्‍न देश था। क्रिस्‍टोफर कोलम्‍बस भारत की सम्‍पन्‍नता से आकर्षित हो कर भारत आने का समुद्री मार्ग खोजने चला और उसने गलती से अमेरिका को खोज लिया।	0.54608172117679
Bhaskaracharya rightly calculated the time taken by the earth to orbit the Sun hundreds of years before the astronomer Smart. According to his calculation, the time taken by the Earth to orbit the Sun was 365.258756484 days.	भास्कराचार्य ने ठीक ही गणना की है कि पृथ्वी ने खगोलशास्त्री शक्ति से सैकड़ों वर्ष पहले सूर्य की कक्षा में जाने का समय लिया था। उसकी गणना के अनुसार पृथ्वी द्वारा सूर्य की कक्षा तक पहुंचने का समय 365.25875644 दिन था।	भास्‍कराचार्य ने खगोल शास्‍त्र के कई सौ साल पहले पृथ्‍वी द्वारा सूर्य के चारों ओर चक्‍कर लगाने में लगने वाले सही समय की गणना की थी। उनकी गणना के अनुसार सूर्य की परिक्रमा में पृथ्‍वी को 365.258756484 दिन का समय लगता है।	0.5354496700964052
Algebra, Trigonometry and Calculus also originated in India.Quadratic Equations were used by Sridharacharya in the 11th century. The largest numbers the Greeks and the Romans used were 106 whereas Hindus used numbers as big as 10*53 (i.e. 10 to the power of 53) with specific names as early as 5000 B.C.during the Vedic period.Even today, the largest used number is Terra: 10*12(10 to the power of 12).	भारत में बीजगणित, त्रिकोणमिति और पथरी का भी उद्भव हुआ। 11वीं शताब्दी में द्विघात समीकरण श्रीधराचार्य द्वारा प्रयुक्त किए गए। यूनानियों और रोमियों की सबसे बड़ी संख्या 106 थी जबकि हिंदुओं की संख्या 10 * 53 थी। ( अर्थात 10 से 53 की शक्ति ), वैदिक काल में 5000 ई. पू. पूर्व के विशिष्ट नाम से। आज भी सबसे बड़ी संख्या है तर्र: 10 * 12 ( 10 से 12 की शक्ति )।	बीज गणित, त्रिकोण मिति और कलन का उद्भव भी भारत में हुआ था। चतुष्‍पद समीकरण का उपयोग 11वीं शताब्‍दी में श्री धराचार्य द्वारा किया गया था। ग्रीक तथा रोमनों द्वारा उपयोग की गई की सबसे बड़ी संख्‍या 106 थी जबकि हिन्‍दुओं ने 10*53 जितने बड़े अंकों का उपयोग (अर्थात 10 की घात 53), के साथ विशिष्‍ट नाम 5000 बीसी के दौरान किया। आज भी उपयोग की जाने वाली सबसे बड़ी संख्‍या टेरा: 10*12 (10 की घात12) है।	0.46924465241402685
The Baily Bridge is the highest bridge in the world. It is located in the Ladakh valley between the Dras and Suru rivers in the Himalayan mountains. It was built by the Indian Army in August 1982.	बेली पुल विश्व का सबसे ऊंचा पुल है। यह हिमालय पर्वत की ड्रेस और सुरु नदियों के बीच लद्दाख घाटी में स्थित है। इसका निर्माण भारतीय सेना ने अगस्त, 1982 में किया था।	बेलीपुल विश्‍व‍ में सबसे ऊंचा पुल है। यह हिमाचल पर्वत में द्रास और सुरु नदियों के बीच लद्दाख घाटी में स्थित है। इसका निर्माण अगस्‍त 1982 में भारतीय सेना द्वारा किया गया था।	0.7707840291806354
Sushruta is regarded as the Father of Surgery. Over2600 years ago Sushrata & his team conducted complicated surgeries like cataract, artificial limbs, cesareans, fractures, urinary stones, plastic surgery and brain surgeries.	सुश्रुत को शल्य चिकित्सा का पिता माना जाता है। 2600 वर्ष से अधिक समय पहले सुश्राता और उनकी टीम ने मोतियाबिंद, कृत्रिम अंग, सेसेरियान्स, अस्थिभंग, मूत्र पत्थर, प्लास्टिक सर्जरी और मस्तिष्क सर्जरी जैसे जटिल सर्जरी की थी।	सुश्रुत को शल्‍य चिकित्‍सा का जनक माना जाता है। लगभग 2600 वर्ष पहले सुश्रुत और उनके सहयोगियों ने मोतियाबिंद, कृत्रिम अंगों को लगना, शल्‍य क्रिया द्वारा प्रसव, अस्थिभंग जोड़ना, मूत्राशय की पथरी, प्‍लास्टिक सर्जरी और मस्तिष्‍क की शल्‍य क्रियाएं आदि की।	0.4623173950192375
Usage of anaesthesia was well known in ancient Indian medicine. Detailed knowledge of anatomy, embryology, digestion, metabolism,physiology, etiology, genetics and immunity is also found in many ancient Indian texts.	संज्ञाहरण का प्रयोग प्राचीन भारतीय चिकित्सा में प्रसिद्ध था। शरीर रचना, भ्रूण शास्त्र, पाचन, चयापचय, शरीर क्रिया विज्ञान, आनुवंशिकता और प्रतिरक्षा का विस्तृत ज्ञान भी प्राचीन भारतीय ग्रंथों में पाया जाता है।	निश्‍चेतक का उपयोग भारतीय प्राचीन चिकित्‍सा विज्ञान में भली भांति ज्ञात था। शारीरिकी, भ्रूण विज्ञान, पाचन, चयापचय, शरीर क्रिया विज्ञान, इटियोलॉजी, आनुवांशिकी और प्रतिरक्षा विज्ञान आदि विषय भी प्राचीन भारतीय ग्रंथों में पाए जाते हैं।	0.6210590034081187
India exports software to 90 countries.	भारत सॉफ्टवेयर का निर्यात 90 देशों को करता है।	भारत से 90 देशों को सॉफ्टवेयर का निर्यात किया जाता है।	0.8040302522073697
The four religions born in India - Hinduism, Buddhism, Jainism, and Sikhism, are followed by 25% of the world's population.	भारत में जन्में हुए चार धर्म - हिंदू धर्म, बौद्ध, जैन और सिख धर्म के बाद विश्व की 25 प्रतिशत जनसंख्या आती है।	भारत में 4 धर्मों का जन्‍म हुआ - हिन्‍दु, बौद्ध, जैन और सिक्‍ख धर्म और जिनका पालन दुनिया की आबादी का 25 प्रतिशत हिस्‍सा करता है।	0.47469288317114394
Jainism and Buddhism were founded in India in 600 B.C. and 500 B.C. respectively.	भारत में जैन और बौद्ध धर्म की स्थापना 600 ईसा पूर्व हुई थी। और 500 ई. पू. क्रमशः	जैन धर्म और बौद्ध धर्म की स्‍थापना भारत में क्रमश: 600 बी सी और 500 बी सी में हुई थी।	0.6531972647421808
Islam is India's and the world's second largest religion.	इस्लाम भारत का और विश्व का दूसरा सबसे बड़ा धर्म है।	इस्‍लाम भारत का और दुनिया का दूसरा सबसे बड़ा धर्म है।	0.8461538461538463
There are 300,000 active mosques in India, more than in any other country, including the Muslim world.	भारत में 30000 सक्रिय मस्जिदें हैं & # 44; जो मुस्लिम विश्व के अन्य किसी भी देश से अधिक हैं।	भारत में 3,00,000 मस्जिदें हैं जो किसी अन्‍य देश से अधिक हैं, यहां तक कि मुस्लिम देशों से भी अधिक।	0.5720775535473553
The oldest European church and synagogue in India are in the city of Cochin. They were built in 1503 and 1568 respectively.	भारत का सबसे पुराना यूरोपीय चर्च और गिरिजाघर कोचीन शहर में हैं। इनका निर्माण क्रमश: 1503 और 1568 में हुआ था.	भारत में सबसे पुराना यूरोपियन चर्च और सिनागोग कोचीन शहर में है। इनका निर्माण क्रमश: 1503 और 1568 में किया गया था।	0.7668115805072325
The largest religious building in the world is Angkor Wat, a Hindu Temple in Cambodia built at the end of the 11th century.	विश्व का सबसे बड़ा धार्मिक भवन अंगकौर वट है जो 11वीं शताब्दी के अंत में कम्बोडिया में निर्मित एक हिंदू मंदिर है।	विश्‍व में सबसे बड़ा धार्मिक भवन अंगकोरवाट, हिन्‍दु मंदिर है जो कम्‍बोडिया में 11वीं शताब्‍दी के दौरान बनाया गया था।	0.565752381856018
Sikhism originated in the Holy city of Amritsar in Punjab. Famous for housing the Golden Temple, the city was founded in 1577.	सिख धर्म का जन्म पंजाब के पवित्र नगर अमृतसर में हुआ था। यह 1577 में स्वर्ण मंदिर के आवास के लिए प्रसिद्ध है।	सिक्‍ख धर्म का उद्भव पंजाब के पवित्र शहर अमृतसर में हुआ था। यहां प्रसिद्ध स्‍वर्ण मंदिर की स्‍थापना 1577 में गई थी।	0.6232502388407516
Varanasi, also known as Benaras, was called "the Ancient City" when Lord Buddha visited it in 500 B.C., and is the oldest, continuously inhabited city in the world today.	वाराणसी को, जिसे बेनरास के नाम से भी जाना जाता है, प्राचीन नगर कहा जाता था, जब भगवान बुद्ध ने 500 ई. पू. में इसका दौरा किया और यह विश्व का सबसे पुराना, निरंतर निवास करने वाला शहर है।	वाराणसी, जिसे बनारस के नाम से भी जाना जाता है, एक प्राचीन शहर है जब भगवान बुद्ध ने 500 बी सी में यहां आगमन किया और यह आज विश्‍व का सबसे पुराना और निरंतर आगे बढ़ने वाला शहर है।	0.6430394361098802
India provides safety for more than 300,000 refugees originally from Sri Lanka, Tibet, Bhutan, Afghanistan and Bangladesh, who escaped to flee religious and political persecution.	भारत मूल रूप से श्रीलंका, तिब्बत, भूटान, अफगानिस्तान और बांग्लादेश से 300, 000 से अधिक शरणार्थियों की सुरक्षा प्रदान करता है जो धार्मिक और राजनीतिक उत्पीड़न से भागे थे।	भारत द्वारा श्रीलंका, तिब्‍बत, भूटान, अफगानिस्‍तान और बांग्‍लादेश के 3,00,000 से अधिक शरणार्थियों को सुरक्षा दी जाती है, जो धार्मिक और राजनैतिक अभियोजन के फलस्‍वरूप वहां से निकल गए हैं।	0.508328567775349
Martial Arts were first created in India, and later spread to Asia by Buddhist missionaries.	युद्ध कलाओं की स्थापना भारत में हुई थी और बाद में बौद्ध धर्म के प्रचारकों ने एशिया तक की।	युद्ध कलाओं का विकास सबसे पहले भारत में किया गया और ये बौद्ध धर्म प्रचारकों द्वारा पूरे एशिया में फैलाई गई।	0.5460189062319482
Yoga has its origins in India and has existed for over 5,000 years.	योग का मूल भारत में है और यह 5000 वर्ष से अधिक समय से अस्तित्व में है।	योग कला का उद्भव भारत में हुआ है और यह 5,000 वर्ष से अधिक समय से मौजूद है।	0.7807200583588266
My India My Pride - National Days - Know India: National Portal of India	मेरा भारत मेरा गौरव - राष्ट्रीय दिन - भारत: भारतीय राष्ट्रीय पोर्टल	मेरा भारत मेरी शान - राष्‍ट्रीय दिवस - भारत के बारे में जानें: भारत का राष्ट्रीय पोर्टल	0.5656854249492381
Is the displayed information not clearly visible to you?	क्या दिखाया गया जानकारी आपको स्पष्ट रूप से दिखाई नहीं देती?	क्‍या प्रदर्शित की गई जानकारी आपको स्‍पष्‍ट रूप से दिखाई नहीं देती है?	0.5017452060042545
If yes, use the accessibility options provided by this Web site to control the screen display. These options allow changing the text size and color scheme for clear visibility and better readability.	यदि हाँ, तो स्क्रीन प्रदर्शन को नियंत्रित करने के लिए इस वेबसाइट द्वारा उपलब्ध पहुंच विकल्प का उपयोग करें. ये विकल्प पाठ आकार और रंग योजना को स्पष्ट दृश्यता और बेहतर पठनीयता के लिए बदलने की अनुमति देते हैं.	यदि हां तो स्‍क्रीन डिस्‍प्‍ले को नियंत्रित करने के लिए इस वेबसाइट द्वारा दिए गए अभिगम्‍यता विकल्‍पों का उपयोग करें। इस विकल्‍प से आप अधिक स्‍पष्‍टता और बेहतर पठनीयता के लिए पाठ्य सामग्री का आकार और रंग योजना बदल सकते हैं।	0.6001200360120041
Changing the size of the text refers to making the text appearing smaller or bigger from its standard size. There are five options provided to you to set the size of the text that affects the readability. These are:	पाठ के आकार को बदलना पाठ को उसके मानक आकार से छोटा या बड़ा दिखाने को संदर्भित करता है. आपके लिए पाठ के आकार को निर्धारित करने के लिए पांच विकल्प उपलब्ध हैं जो पठनीयता को प्रभावित करता है. ये हैंः	दिखाई देने वाले पाठ्य को इसके मानक आकार से छोटा या बड़ा करना इसके आकार में बदलाव से संबंधित है। आपको पठनीयता प्रभावित करने वाले पाठ्य के आकार को तय करने के पांच विकल्‍प दिए गए हैं। ये हैं:	0.5224758911466744
Largest: Displays information in the largest font size.	सबसे बड़ाः सबसे बड़ा फ़ॉंट आकार में सूचना प्रदर्शित करता है।	सबसे बड़ा: यह सबसे बड़े फोन्‍ट आकार में सूचना को प्रदर्शित करता है।	0.7161148740394329
Larger: Displays information in a font size larger than the standard font size.	बड़ा: मानक फ़ॉंट आकार से बड़ी फॉंट आकार में सूचना प्रदर्शित करता है.	बड़ा: यह मानक फोन्‍ट आकार से कुछ बड़े फोंट आकार में सूचना को प्रदर्शित करता है।	0.669438681395203
Medium: Displays information in a standard font size, which is the default size.	मध्यमः मानक फ़ॉंट आकार में सूचना प्रदर्शित करता है, जो कि डिफ़ॉल्ट आकार है.	मध्‍यम: यह मानक फोन्‍ट आकार में सूचना को प्रदर्शित करता है, जो इसका मूल आकार है।	0.6481812160876687
Smaller: Displays information in a font size smaller than the standard font size.	छोटा: मानक फ़ॉंट आकार से छोटे फ़ॉंट के आकार में सूचना प्रदर्शित करता है.	छोटा: यह मानक फोन्‍ट आकार से कुछ छोटे फोंट आकार में सूचना को प्रदर्शित करता है।	0.6666666666666669
Smallest: Displays information in the smallest font size.	सबसे छोटाः सबसे छोटा फ़ॉंट आकार में सूचना प्रदर्शित करता है.	सबसे बड़ा: यह सबसे बड़े फोन्‍ट आकार में सूचना को प्रदर्शित करता है।	0.6445033866354896
There are two options provided to you to change the color scheme. These are:	रंग योजना बदलने के लिए आपको दो विकल्प उपलब्ध हैं. ये हैंः	रंग योजना बदलने के लिए आपको दो विकल्‍प दिए जाते हैं। ये हैं:	0.6405126152203486
Accessibilty Statement - Accessibility Features - Know India: National Portal of India	अक्सेसिबिलटी विवरण - पहुंच सुविधाएं - भारत का ज्ञान: भारतीय राष्ट्रीय पोर्टल	अभिगम्‍यता वक्‍तव्‍य - अभिगम्‍यता की विशेषताएं - भारत के बारे में जानें: भारत का राष्ट्रीय पोर्टल	0.5128225940683707
Skip to Main Content: Quick access to the core content on the page is provided without going through repetitive navigation using the keyboard.	मुख्य सामग्री पर जाएँः कुंजीपटल का उपयोग करते हुए नेविगेशन के माध्यम से जाए बिना पृष्ठ पर मूल सामग्री की त्वरित पहुँच प्रदान की जाती है।	मुख्‍य सामग्री पर जाना: कीबोर्ड का उपयोग करते हुए बार-बार नेवीगेशन के माध्‍यम से जाए बिना पेज पर दी गई केंद्रीय सामग्री पर शीघ्रता से पहुंचता	0.55979286843935
Accessibility Options: Options to change the size of the text and set a color scheme are provided. For example, if you are using a mobile device to access this Portal, the text might appear smaller on the screen that makes it difficult to read. In such a situation, you can use this option to increase the size of the text for clear visibility and better readability.	पहुँच विकल्पः पाठ के आकार को बदलने और रंग योजना सेट करने के लिए विकल्प उपलब्ध हैं. उदाहरण के लिए, यदि आप इस पोर्टल का उपयोग करने के लिए किसी मोबाइल उपकरण का उपयोग कर रहे हैं, तो पाठ स्क्रीन पर छोटा दिखाई देता है जो इसे पढ़ने में मुश्किल बना देता है. ऐसी स्थिति में, आप इस विकल्प का उपयोग स्पष्ट दृश्यता और बेहतर पठनीयता के लिए पाठ के आकार को बढ़ाने के लिए कर सकते हैं.	अभिगम्‍यता के विकल्‍प: पाठ्य का आकार बदलने और रंग योजना बदलने के विकल्‍प दिए जाते हैं। उदाहरण के लिए यदि आप इस पोर्टल पर अभिगम्‍यता के लिए कोई चल युक्ति का उपयोग कर रहे हैं तो पाठ्य सामग्री स्‍क्रीन पर छोटी प्रतीत हो सकती है, जिससे इसे पढ़ना कठिन हो जाता है। ऐसी परिस्थिति में आप स्‍पष्‍ट रूप से देखने और बेहतर पठनीयता के लिए पाठ्य का आकार बड़ा करने के लिए इस विकल्‍प का उपयोग कर सकते हैं।	0.69084334363304
